time,headline,cRIC,ticker,CompanyName,input
2024-10-31 12:00:01.952,ROBLOX Q3 NET INCOME USD -240.447 MILLION VS. IBES ESTIMATE USD -244.8 MILLION,RBLX.N,RBLX,Roblox Corporation,Roblox Corporation: ROBLOX Q3 NET INCOME USD -240.447 MILLION VS. IBES ESTIMATE USD -244.8 MILLION
2025-01-27 11:40:04.916,CLOUDFLARE INC. <NET.N>: WELLS FARGO RAISES TARGET PRICE TO $150 FROM $135,NET.N,NET,"Cloudflare, Inc.","Cloudflare, Inc.: CLOUDFLARE INC. <NET.N>: WELLS FARGO RAISES TARGET PRICE TO $150 FROM $135"
2025-10-24 03:46:58.787,STMICROELECTRONICS NV <STM.N>: TD COWEN CUTS TARGET PRICE TO $25 FROM $27,STM.N,STM,STMicroelectronics N.V.,STMicroelectronics N.V.: STMICROELECTRONICS NV <STM.N>: TD COWEN CUTS TARGET PRICE TO $25 FROM $27
2025-08-28 15:41:25.000,"BUZZ-U.S. STOCKS ON THE MOVE-Victoria's Secret, Copper miners, Dell",NTAP.O,NTAP,"NetApp, Inc.","NetApp, Inc.: BUZZ-U.S. STOCKS ON THE MOVE-Victoria's Secret, Copper miners, Dell"
2025-04-09 08:30:45.000,"ISHARES MSCI CHINA ETF UP 5.6%, ISHARES CHINA LARGE CAP ETF UP 6.1%, KRANESHARES CSI CHINA INTERNET ETF UP 6.7%",PDD.O,PDD,PDD Holdings Inc.,"PDD Holdings Inc.: ISHARES MSCI CHINA ETF UP 5.6%, ISHARES CHINA LARGE CAP ETF UP 6.1%, KRANESHARES CSI CHINA INTERNET ETF UP 6.7%"
2025-04-04 15:49:46.000,"BUZZ-U.S. STOCKS ON THE MOVE-Big Tech, US card firms, copper miners",AVGO.O,AVGO,Broadcom Inc.,"Broadcom Inc.: BUZZ-U.S. STOCKS ON THE MOVE-Big Tech, US card firms, copper miners"
2025-01-24 12:07:53.000,"BUZZ-U.S. STOCKS ON THE MOVE-American Express, Grindr, Gold miners",VZ.N,VZ,Verizon Communications Inc.,"Verizon Communications Inc.: BUZZ-U.S. STOCKS ON THE MOVE-American Express, Grindr, Gold miners"
2025-09-22 12:00:00.000,RPT-BREAKINGVIEWS-H-1B visa war will accelerate AI jobs reckoning,META.O,META,"Meta Platforms, Inc.","Meta Platforms, Inc.: RPT-BREAKINGVIEWS-H-1B visa war will accelerate AI jobs reckoning"
2025-09-24 13:13:42.773,WIPRO - GROVE HOLDINGS 2 S.Á.R.L. TRANSFERRED ITS ENTIRE STAKE IN CAPCO CONSULTING MIDDLE EAST FZE TO WIPRO IT SERVICES UK,WIT.N,WIT,Wipro Limited,Wipro Limited: WIPRO - GROVE HOLDINGS 2 S.Á.R.L. TRANSFERRED ITS ENTIRE STAKE IN CAPCO CONSULTING MIDDLE EAST FZE TO WIPRO IT SERVICES UK
2025-01-22 18:41:14.000,"BUZZ-U.S. STOCKS ON THE MOVE-SmartFinancial, TE Connectivity, Arista Networks",NFLX.O,NFLX,"Netflix, Inc.","Netflix, Inc.: BUZZ-U.S. STOCKS ON THE MOVE-SmartFinancial, TE Connectivity, Arista Networks"
2025-10-22 10:58:05.857,TEXAS INSTRUMENTS INC <TXN.O>: MIZUHO CUTS TARGET PRICE TO $145 FROM $150,TXN.O,TXN,Texas Instruments Incorporated,Texas Instruments Incorporated: TEXAS INSTRUMENTS INC <TXN.O>: MIZUHO CUTS TARGET PRICE TO $145 FROM $150
2024-09-11 21:18:23.000,BRIEF-IBM - Expects To Recognize A One-Time Non-Cash Pre-Tax Pension Settlement Charge Of Approximately $2.7 Billion ($2.0 Billion Net Of Tax) In Q3 Of 2024,IBM.N,IBM,International Business Machines,International Business Machines: BRIEF-IBM - Expects To Recognize A One-Time Non-Cash Pre-Tax Pension Settlement Charge Of Approximately $2.7 Billion ($2.0 Billion Net Of Tax) In Q3 Of 2024
2025-11-05 22:16:57.000,BUZZ-DoorDash falls as Q3 profit misses estimates on rising costs,DASH.O,DASH,"DoorDash, Inc.","DoorDash, Inc.: BUZZ-DoorDash falls as Q3 profit misses estimates on rising costs"
2025-09-24 13:05:32.000,"BUZZ-U.S. STOCKS ON THE MOVE-Thor Industries,  Mirion Technologies, ServiceNow",NOW.N,NOW,"ServiceNow, Inc.","ServiceNow, Inc.: BUZZ-U.S. STOCKS ON THE MOVE-Thor Industries,  Mirion Technologies, ServiceNow"
2025-05-30 10:03:46.491,"NETAPP, INC. <NTAP.O>: BARCLAYS RAISES TARGET PRICE TO $117 FROM $115",NTAP.O,NTAP,"NetApp, Inc.","NetApp, Inc.: NETAPP, INC. <NTAP.O>: BARCLAYS RAISES TARGET PRICE TO $117 FROM $115"
2025-08-14 03:11:40.802,CISCO <CSCO.O>: PIPER SANDLER RAISES TARGET PRICE TO $70 FROM $64,CSCO.O,CSCO,"Cisco Systems, Inc.","Cisco Systems, Inc.: CISCO <CSCO.O>: PIPER SANDLER RAISES TARGET PRICE TO $70 FROM $64"
2025-02-14 11:11:15.526,ZEBRA TECHNOLOGIES <ZBRA.O>: NEEDHAM CUTS TARGET PRICE TO $395 FROM $430,ZBRA.O,ZBRA,Zebra Technologies Corporation,Zebra Technologies Corporation: ZEBRA TECHNOLOGIES <ZBRA.O>: NEEDHAM CUTS TARGET PRICE TO $395 FROM $430
2025-07-17 10:18:37.676,ACCENTURE PLC <ACN.N>: EVERCORE ISI INITIATES COVERAGE WITH OUTPERFORM RATING; PRICE TARGET $330,ACN.N,ACN,Accenture plc,Accenture plc: ACCENTURE PLC <ACN.N>: EVERCORE ISI INITIATES COVERAGE WITH OUTPERFORM RATING; PRICE TARGET $330
2025-10-09 19:30:17.000,BUZZ - S&P 500 top and bottom performing stocks at about 03:30 p.m. EDT,DELL.N,DELL,Dell Technologies Inc.,Dell Technologies Inc.: BUZZ - S&P 500 top and bottom performing stocks at about 03:30 p.m. EDT
2024-09-17 23:00:00.000,EXCLUSIVE-Inside the US push to steer Vietnam's subsea cable plans away from China,TBB.N,TBB,AT&T Inc. 5.350% Global Notes d,AT&T Inc. 5.350% Global Notes d: EXCLUSIVE-Inside the US push to steer Vietnam's subsea cable plans away from China
2024-11-26 11:01:27.000,UPDATE 1-Vietnam parliament moves to curb tax breaks favouring e-commerce giants,PDD.O,PDD,PDD Holdings Inc.,PDD Holdings Inc.: UPDATE 1-Vietnam parliament moves to curb tax breaks favouring e-commerce giants
2025-10-03 14:10:11.000,PALANTIR TECHNOLOGIES SHARES DOWN 5.2%,PLTR.O,PLTR,Palantir Technologies Inc.,Palantir Technologies Inc.: PALANTIR TECHNOLOGIES SHARES DOWN 5.2%
2025-05-02 10:00:18.898,DUPONT OUTLOOK Q2 NET SALES ABOUT $3.2 BLN VS IBES ESTIMATE $3.25 BLN,DD.N,DD,"DuPont de Nemours, Inc.","DuPont de Nemours, Inc.: DUPONT OUTLOOK Q2 NET SALES ABOUT $3.2 BLN VS IBES ESTIMATE $3.25 BLN"
2025-07-23 13:31:19.000,AT&T Inc reports results for the quarter ended June 30 - Earnings Summary,T.N,T,AT&T Inc.,AT&T Inc.: AT&T Inc reports results for the quarter ended June 30 - Earnings Summary
2025-08-28 20:31:24.000,BUZZ-Dell falls after third-quarter profit forecast comes below estimates,DELL.N,DELL,Dell Technologies Inc.,Dell Technologies Inc.: BUZZ-Dell falls after third-quarter profit forecast comes below estimates
2024-10-14 13:47:05.910,"NIO DOWN 3.2%, IQIYI DOWN 2.8%",PDD.O,PDD,PDD Holdings Inc.,"PDD Holdings Inc.: NIO DOWN 3.2%, IQIYI DOWN 2.8%"
2025-11-18 09:02:06.011,STMICROELECTRONICS INTRODUCES THE INDUSTRY’S FIRST 18NM MICROCONTROLLER FOR HIGH-PERFORMANCE APPLICATIONS,STM.N,STM,STMicroelectronics N.V.,STMicroelectronics N.V.: STMICROELECTRONICS INTRODUCES THE INDUSTRY’S FIRST 18NM MICROCONTROLLER FOR HIGH-PERFORMANCE APPLICATIONS
2025-04-10 19:50:08.470,NYSE ORDER IMBALANCE <PATH.N> 1559926.0 SHARES ON SELL SIDE,PATH.N,PATH,"UiPath, Inc.","UiPath, Inc.: NYSE ORDER IMBALANCE <PATH.N> 1559926.0 SHARES ON SELL SIDE"
2025-08-29 11:28:45.825,AUTODESK INC <ADSK.O>: ROSENBLATT SECURITIES RAISES TARGET PRICE TO $355 FROM $345,ADSK.O,ADSK,"Autodesk, Inc.","Autodesk, Inc.: AUTODESK INC <ADSK.O>: ROSENBLATT SECURITIES RAISES TARGET PRICE TO $355 FROM $345"
2025-08-11 09:45:09.000,CRYPTO STOCKS RISE PREMARKET AS BITCOIN PRICES RISE MORE THAN 2%,COIN.O,COIN,"Coinbase Global, Inc.","Coinbase Global, Inc.: CRYPTO STOCKS RISE PREMARKET AS BITCOIN PRICES RISE MORE THAN 2%"
2024-09-24 13:38:16.000,SNOWFLAKE SHARES DOWN 1.4%; CO ANNOUNCES PROPOSED PRIVATE PLACEMENT OF $2.0 BLN OF CONVERTIBLE SENIOR NOTES,SNOW.N,SNOW,Snowflake Inc.,Snowflake Inc.: SNOWFLAKE SHARES DOWN 1.4%; CO ANNOUNCES PROPOSED PRIVATE PLACEMENT OF $2.0 BLN OF CONVERTIBLE SENIOR NOTES
2025-11-04 21:05:07.777,TOAST Q3 GROSS PROFIT USD 432 MILLION,TOST.N,TOST,"Toast, Inc.","Toast, Inc.: TOAST Q3 GROSS PROFIT USD 432 MILLION"
2025-03-12 20:08:06.000,Adobe beats first-quarter revenue estimates,ADBE.O,ADBE,Adobe Inc.,Adobe Inc.: Adobe beats first-quarter revenue estimates
2025-07-08 12:00:21.261,KULR TECHNOLOGY GROUP INC - TO USE PROCEEDS FOR BITCOIN ACCUMULATION,COIN.O,COIN,"Coinbase Global, Inc.","Coinbase Global, Inc.: KULR TECHNOLOGY GROUP INC - TO USE PROCEEDS FOR BITCOIN ACCUMULATION"
2024-11-07 11:47:32.298,"MERCADOLIBRE INC <MELI.O>: WEDBUSH RAISES TARGET PRICE TO $2,200 FROM $2,000",MELI.O,MELI,"MercadoLibre, Inc.","MercadoLibre, Inc.: MERCADOLIBRE INC <MELI.O>: WEDBUSH RAISES TARGET PRICE TO $2,200 FROM $2,000"
2024-10-25 16:03:55.137,AST SPACEMOBILE INC - SUCCESSFULLY COMPLETES UNFOLDING OF FIRST FIVE COMMERCIAL SATELLITES IN LOW EARTH ORBIT,ASTS.O,ASTS,"AST SpaceMobile, Inc.","AST SpaceMobile, Inc.: AST SPACEMOBILE INC - SUCCESSFULLY COMPLETES UNFOLDING OF FIRST FIVE COMMERCIAL SATELLITES IN LOW EARTH ORBIT"
2025-08-05 13:47:43.000,Deals of the day-Mergers and acquisitions,ZBRA.O,ZBRA,Zebra Technologies Corporation,Zebra Technologies Corporation: Deals of the day-Mergers and acquisitions
2024-11-06 21:24:00.000,BRIEF-PTC Inc announces $2 bln share repurchase authorization,PTC.O,PTC,PTC Inc.,PTC Inc.: BRIEF-PTC Inc announces $2 bln share repurchase authorization
2025-11-06 18:46:40.194,SKY OWNER COMCAST IN TALKS TO BUY ITV’S BROADCASTING ARM-BLOOMBERG NEWS,CMCSA.O,CMCSA,Comcast Corporation,Comcast Corporation: SKY OWNER COMCAST IN TALKS TO BUY ITV’S BROADCASTING ARM-BLOOMBERG NEWS
2025-11-05 21:05:06.306,PROCORE TECHNOLOGIES Q3 OPERATING EXPENSES USD 285.119 MILLION,PCOR.N,PCOR,"Procore Technologies, Inc.","Procore Technologies, Inc.: PROCORE TECHNOLOGIES Q3 OPERATING EXPENSES USD 285.119 MILLION"
2025-07-24 20:15:00.000,INTEL: WILL BE JUDICIOUS AND DISCIPLINED AS WE ALLOCATE CAPITAL TO FOUNDRY BUSINESS - MEMO,INTC.O,INTC,Intel Corporation,Intel Corporation: INTEL: WILL BE JUDICIOUS AND DISCIPLINED AS WE ALLOCATE CAPITAL TO FOUNDRY BUSINESS - MEMO
2025-10-28 20:05:34.716,ELECTRONIC ARTS - WILL NO LONGER PROVIDE FORWARD-LOOKING GUIDANCE,EA.O,EA,Electronic Arts Inc.,Electronic Arts Inc.: ELECTRONIC ARTS - WILL NO LONGER PROVIDE FORWARD-LOOKING GUIDANCE
2025-01-31 08:39:47.237,COMCAST CORP <CMCSA.O>: EVERCORE ISI CUTS TARGET PRICE TO $44 FROM $50,CMCSA.O,CMCSA,Comcast Corporation,Comcast Corporation: COMCAST CORP <CMCSA.O>: EVERCORE ISI CUTS TARGET PRICE TO $44 FROM $50
2025-11-03 12:02:28.113,"CHARTER COMMUNICATIONS, INC. <CHTR.O>: WELLS FARGO CUTS TARGET PRICE TO $240 FROM $300",CHTR.O,CHTR,"Charter Communications, Inc.","Charter Communications, Inc.: CHARTER COMMUNICATIONS, INC. <CHTR.O>: WELLS FARGO CUTS TARGET PRICE TO $240 FROM $300"
2025-06-12 14:12:59.000,"UPDATE 3-Besi lifts long-term targets, expecting new AI customers",ASML.O,ASML,ASML Holding N.V. - New York Re,"ASML Holding N.V. - New York Re: UPDATE 3-Besi lifts long-term targets, expecting new AI customers"
2025-05-15 04:06:56.821,CISCO <CSCO.O>: PIPER SANDLER RAISES TARGET PRICE TO $64 FROM $60,CSCO.O,CSCO,"Cisco Systems, Inc.","Cisco Systems, Inc.: CISCO <CSCO.O>: PIPER SANDLER RAISES TARGET PRICE TO $64 FROM $60"
2025-07-03 09:58:50.384,ALIBABA GROUP - PROPOSED EXCHANGEABLE BOND OFFERING TO ORDINARY SHARES OF ALIBABA HEALTH INFORMATION TECHNOLOGY,BABA.N,BABA,Alibaba Group Holding Limited,Alibaba Group Holding Limited: ALIBABA GROUP - PROPOSED EXCHANGEABLE BOND OFFERING TO ORDINARY SHARES OF ALIBABA HEALTH INFORMATION TECHNOLOGY
2025-07-07 13:38:48.000,CORE SCIENTIFIC SHARES PLUNGE 23%; COREWEAVE TO ACQUIRE CO,CRWV.O,CRWV,"CoreWeave, Inc.","CoreWeave, Inc.: CORE SCIENTIFIC SHARES PLUNGE 23%; COREWEAVE TO ACQUIRE CO"
2024-09-25 16:20:36.788,MERCADOLIBRE'S MERCADO PAGO FINTECH ARM HAS PRESENTED APPLICATION FOR BANKING LICENSE TO MEXICAN REGULATOR - STATEMENT,MELI.O,MELI,"MercadoLibre, Inc.","MercadoLibre, Inc.: MERCADOLIBRE'S MERCADO PAGO FINTECH ARM HAS PRESENTED APPLICATION FOR BANKING LICENSE TO MEXICAN REGULATOR - STATEMENT"
2025-02-04 21:05:13.344,JACK HENRY H1 OPERATING INCOME USD 274.278 MILLION,JKHY.O,JKHY,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.: JACK HENRY H1 OPERATING INCOME USD 274.278 MILLION"
2025-11-12 13:50:59.000,Coinbase set to reincorporate in Texas,COIN.O,COIN,"Coinbase Global, Inc.","Coinbase Global, Inc.: Coinbase set to reincorporate in Texas"
2025-04-14 10:58:16.505,"PROCORE TECHNOLOGIES, INC. <PCOR.N>: BARCLAYS CUTS TARGET PRICE TO $70 FROM $90",PCOR.N,PCOR,"Procore Technologies, Inc.","Procore Technologies, Inc.: PROCORE TECHNOLOGIES, INC. <PCOR.N>: BARCLAYS CUTS TARGET PRICE TO $70 FROM $90"
2024-11-14 12:26:42.719,SK HYNIX CONSIDERING ASML'S HIGH NA EUV TOOL FOR DRAM UNDER 10NM -CTO SEON-YONG CHA,ASML.O,ASML,ASML Holding N.V. - New York Re,ASML Holding N.V. - New York Re: SK HYNIX CONSIDERING ASML'S HIGH NA EUV TOOL FOR DRAM UNDER 10NM -CTO SEON-YONG CHA
2025-05-23 13:34:51.000,PHILADELPHIA SE SEMICONDUCTOR INDEX DOWN 2%,QCOM.O,QCOM,QUALCOMM Incorporated,QUALCOMM Incorporated: PHILADELPHIA SE SEMICONDUCTOR INDEX DOWN 2%
2024-10-09 12:05:16.000,BRIEF-Leidos Awarded $249M Army Force Protection Contract,LDOS.N,LDOS,"Leidos Holdings, Inc.","Leidos Holdings, Inc.: BRIEF-Leidos Awarded $249M Army Force Protection Contract"
2024-10-31 13:39:28.000,UPDATE 3-Uber shares slide as slowing bookings growth spooks investors,UBER.N,UBER,"Uber Technologies, Inc.","Uber Technologies, Inc.: UPDATE 3-Uber shares slide as slowing bookings growth spooks investors"
2025-07-17 13:50:22.471,ACCENTURE PLC: CO AND GOOGLE CLOUD COLLABORATING WITH AIR FRANCE-KLM TO ESTABLISH GENERATIVE AI FACTORY,ACN.N,ACN,Accenture plc,Accenture plc: ACCENTURE PLC: CO AND GOOGLE CLOUD COLLABORATING WITH AIR FRANCE-KLM TO ESTABLISH GENERATIVE AI FACTORY
2025-03-21 20:04:12.000,Deals of the day-Mergers and acquisitions,CSGP.O,CSGP,"CoStar Group, Inc.","CoStar Group, Inc.: Deals of the day-Mergers and acquisitions"
2025-06-09 20:35:09.539,MERCADOLIBRE WITHDRAWS PROPOSAL TO MOVE DOMICILE FROM DELAWARE TO TEXAS FROM CONSIDERATION AT UPCOMING SHAREHOLDER MEETING - SEC FILING,MELI.O,MELI,"MercadoLibre, Inc.","MercadoLibre, Inc.: MERCADOLIBRE WITHDRAWS PROPOSAL TO MOVE DOMICILE FROM DELAWARE TO TEXAS FROM CONSIDERATION AT UPCOMING SHAREHOLDER MEETING - SEC FILING"
2025-02-27 14:10:32.980,VERIZON COMMUNICATIONS INC - OFFERS $15 MONTHLY DISCOUNT FOR COMBINED MOBILE AND HOME INTERNET SERVICES,VZ.N,VZ,Verizon Communications Inc.,Verizon Communications Inc.: VERIZON COMMUNICATIONS INC - OFFERS $15 MONTHLY DISCOUNT FOR COMBINED MOBILE AND HOME INTERNET SERVICES
2024-11-08 14:09:02.054,Newscasts - US Morning Call: Election rally holds as Wall Street rounds out historic week,PINS.N,PINS,"Pinterest, Inc.","Pinterest, Inc.: Newscasts - US Morning Call: Election rally holds as Wall Street rounds out historic week"
2024-12-12 10:48:31.512,ADOBE INC <ADBE.O>: BERNSTEIN CUTS TARGET PRICE TO $587 FROM $644,ADBE.O,ADBE,Adobe Inc.,Adobe Inc.: ADOBE INC <ADBE.O>: BERNSTEIN CUTS TARGET PRICE TO $587 FROM $644
2025-05-06 20:05:05.052,SUPER MICRO COMPUTER Q3 ADJUSTED GROSS MARGIN 9.7%,SMCI.O,SMCI,"Super Micro Computer, Inc.","Super Micro Computer, Inc.: SUPER MICRO COMPUTER Q3 ADJUSTED GROSS MARGIN 9.7%"
2025-01-24 06:00:32.331,ERICSSON - SEES FURTHER SIGNS THAT OVERALL RAN MARKET IS NOW STABILIZING,ERIC.O,ERIC,Ericsson,Ericsson: ERICSSON - SEES FURTHER SIGNS THAT OVERALL RAN MARKET IS NOW STABILIZING
2025-11-10 15:41:01.365,"COINBASE GLOBAL : BUYS, SELLS, AND FIAT WITHDRAWALS/DEPOSITS REMAIN UNAFFECTED ON COSMOS NETWORK",COIN.O,COIN,"Coinbase Global, Inc.","Coinbase Global, Inc.: COINBASE GLOBAL : BUYS, SELLS, AND FIAT WITHDRAWALS/DEPOSITS REMAIN UNAFFECTED ON COSMOS NETWORK"
2025-03-03 22:06:09.042,COREWEAVE INC - FUNDS OR ACCOUNTS MANAGED OR ADVISED BY MAGNETAR FINANCIAL LLC BENEFICIALLY OWNED 34.53% OF CLASS A COMMON SHARES PRIOR TO OFFERING,CRWV.O,CRWV,"CoreWeave, Inc.","CoreWeave, Inc.: COREWEAVE INC - FUNDS OR ACCOUNTS MANAGED OR ADVISED BY MAGNETAR FINANCIAL LLC BENEFICIALLY OWNED 34.53% OF CLASS A COMMON SHARES PRIOR TO OFFERING"
